path,label,status,issues,duplicate_of
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_387.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3874.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3886.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3887.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3889.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3891.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3899.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3903.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3909.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3915.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_392.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3922.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3924.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3928.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3942.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3945.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3946.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3947.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3949.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3951.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3959.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3961.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3970.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3975.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3977.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_398.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3982.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3983.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3984.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3985.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3987.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3989.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3990.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3997.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_3999.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_40.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4001.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4006.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4010.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4013.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4015.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4023.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4024.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4027.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4038.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_404.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4040.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4043.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4044.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4047.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4055.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4060.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4065.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4071.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4076.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4077.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4088.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4093.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4094.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4108.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4119.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_412.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4121.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_413.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4131.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4132.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4134.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4135.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4136.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4139.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4143.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4148.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4151.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4155.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_416.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4161.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4162.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4168.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_417.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4171.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4173.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4196.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4197.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_420.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4204.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4207.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_421.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4215.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4216.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4228.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4229.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4230.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4232.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4237.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4238.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4244.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4246.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4247.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4249.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4251.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4258.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4272.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4274.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4277.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4279.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_428.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4283.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4287.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4290.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4292.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4296.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4303.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4312.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_432.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4320.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4322.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4323.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4324.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4326.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4331.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4332.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4340.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4347.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4351.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4352.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4355.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4359.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4360.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4362.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4369.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4370.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4375.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4378.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4380.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4381.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4382.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4384.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4386.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4388.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4399.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4400.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4402.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4403.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4405.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4406.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4407.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4410.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4413.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4417.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4418.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4419.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_442.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4420.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4425.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4427.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_443.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4437.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4440.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4443.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4447.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4448.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4451.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4452.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4454.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_446.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4474.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4478.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_448.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4484.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_449.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4490.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4495.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4497.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4501.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4506.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4510.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4511.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4512.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4514.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4517.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4523.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4534.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4537.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4538.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_454.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4544.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4546.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4555.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4556.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4558.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4564.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4565.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4570.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4573.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4575.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4576.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4577.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4588.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4591.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4593.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4597.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_460.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4608.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4610.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4612.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4614.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4617.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4619.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4628.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4630.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4632.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4634.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4640.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4641.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4645.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4647.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4650.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4651.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4653.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4660.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_467.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4672.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4675.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4678.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4679.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_468.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4681.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4686.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4687.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4690.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4691.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4694.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4696.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4697.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_47.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4704.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4709.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4713.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4714.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4717.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4721.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4722.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4723.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4724.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4726.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4727.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4729.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4737.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_474.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4744.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4753.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4762.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_4783.jpeg,Cercospora,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Cerscospora/aug_0_479.jpeg,Cercospora,excluded_pattern,,
